Heure;Valeur
09:57;18094.0371
09:57;18092.4881
09:57;18092.6556
09:57;18092.4881
09:57;18092.4277
09:57;18088.7793
09:57;18092.4277
09:57;18092.4354
09:56;18092.4277
09:56;18092.4904
09:56;18092.5532
09:56;18093.8095
09:56;18094.0607
09:56;18097.5784
09:56;18098.3322
09:56;18098.5835
09:56;18105.6188
09:56;18105.807
09:56;18106.1205
09:55;18105.6188
09:55;18106.2929
09:55;18105.6862
09:55;18105.7489
09:55;18105.7532
09:55;18105.8786
09:55;18106.1922
09:55;18105.7848
09:55;18105.4712
09:55;18103.647
09:54;18105.4712
09:54;18105.5339
09:54;18105.7848
09:54;18105.5339
09:54;18105.5509
09:54;18106.1576
09:53;18105.6184
09:53;18104.6178
09:53;18106.2596
09:53;18106.2672
09:53;18106.2749
09:53;18106.2825
09:53;18107.6178
09:53;18108.6184
09:53;18108.8101
09:53;18101.6957
09:53;18101.9465
09:53;18099.8942
09:52;18101.1075
09:52;18102.299
09:52;18105.8008
09:52;18102.299
09:52;18102.2996
09:52;18100.4754
09:52;18100.5591
09:52;18100.6592
09:52;18102.9604
09:52;18100.6592
09:52;18102.0599
09:51;18102.9604
09:51;18103.5607
09:51;18101.9519
09:50;18102.4522
09:50;18101.2606
09:50;18100.7604
09:50;18101.3607
09:50;18103.1849
09:50;18103.1873
09:50;18103.2469
09:50;18103.2494
09:50;18103.4329
09:50;18103.4801
09:49;18103.5297
09:49;18103.5924
09:49;18103.2788
09:49;18103.0964
09:49;18101.9767
09:49;18101.6749
09:49;18103.3959
09:49;18108.1143
09:49;18107.514
09:49;18107.614
09:49;18108.0142
09:48;18109.515
09:48;18108.0142
09:48;18108.2724
09:48;18108.3584
09:48;18108.2724
09:48;18106.6306
09:48;18101.158
09:48;18106.6306
09:47;18106.3724
09:47;18106.3283
09:47;18105.9281
09:47;18105.756
09:47;18104.207
09:47;18104.877
09:47;18104.1232
09:47;18104.5235
09:47;18104.1232
09:47;18105.6284
09:46;18107.2702
09:46;18107.6704
09:46;18106.0286
09:46;18104.2044
09:45;18104.022
09:45;18102.6739
09:45;18102.1306
09:45;18102.1131
09:45;18101.9378
09:45;18101.9203
09:44;18101.9028
09:44;18101.8401
09:44;18100.3349
09:43;18099.6053
09:43;18099.4228
09:43;18100.3349
09:43;18100.6485
09:43;18101.8401
09:43;18101.9028
09:43;18101.8354
09:43;18101.2287
09:43;18100.5547
09:43;18100.2177
09:43;18099.8807
09:43;18100.0631
09:43;18100.1049
09:42;18100.0631
09:42;18101.5638
09:42;18099.7396
09:42;18101.5638
09:42;18096.8455
09:42;18097.3888
09:42;18097.4793
09:42;18097.9924
09:42;18098.5961
09:41;18099.8033
09:40;18099.7223
09:40;18101.5465
09:40;18101.5522
09:40;18101.6294
09:40;18104.631
09:40;18104.5449
09:40;18104.4589
09:40;18101.8773
09:39;18099.376
09:39;18100.8767
09:39;18101.5189
09:39;18103.9716
09:38;18105.6134
09:38;18103.9716
09:38;18104.3547
09:38;18117.7628
09:38;18115.9386
09:38;18117.7628
09:38;18122.8182
09:38;18124.8292
09:37;18113.8839
09:37;18114.9166
09:37;18109.4439
09:37;18109.4592
09:36;18109.4767
09:36;18109.4093
09:36;18108.4657
09:36;18106.6415
09:36;18105.9674
09:36;18104.5519
09:36;18103.9248
09:36;18103.9171
09:35;18103.9095
09:35;18103.9537
09:35;18102.7464
09:35;18104.1619
09:35;18104.789
09:35;18097.4922
09:35;18104.6066
09:34;18104.789
09:34;18106.2966
09:34;18106.5479
09:34;18109.0605
09:34;18108.4569
09:34;18106.4558
09:33;18106.2734
09:33;18099.159
09:32;18098.9766
09:32;18106.4642
09:32;18105.8863
09:32;18100.8333
09:32;18100.6623
09:32;18100.8747
09:32;18100.7779
09:32;18100.8889
09:32;18100.9366
09:32;18100.7922
09:32;18102.6031
09:32;18102.3325
09:32;18102.2828
09:32;18093.1617
09:32;18093.1732
09:32;18093.5537
09:32;18094.0194
09:32;18089.0252
09:31;18089.6524
09:31;18086.5876
09:31;18080.1168
09:31;18079.2932
09:31;18078.5761
09:31;18078.4932
09:31;18075.7208
09:31;18075.6945
09:31;18074.8572
09:31;18073.2155
09:31;18071.3913
09:31;18070.2726
09:31;18068.4484
09:30;18066.6241
09:30;18065.8477
09:30;18066.4191
09:30;18064.5949
09:30;18065.8902
09:30;18065.8817
09:30;18064.5235
09:30;18062.5125
09:30;18058.4906
09:30;18058.5875
09:30;17997.1711
08:03;17979.1114
